Kode Provinsi,Provinsi,Kode Kab/Kota,Kabupaten/Kota,Jenis Wilayah,Kode Kecamatan,Kecamatan
1100000,Aceh,1101000,Simeulue,Kabupaten,1101010,Teupah Selatan
1100000,Aceh,1101000,Simeulue,Kabupaten,1101020,Simeulue Timur
1100000,Aceh,1101000,Simeulue,Kabupaten,1101021,Teupah Barat
1100000,Aceh,1101000,Simeulue,Kabupaten,1101022,Teupah Tengah
1100000,Aceh,1101000,Simeulue,Kabupaten,1101030,Simeulue Tengah
1100000,Aceh,1101000,Simeulue,Kabupaten,1101031,Teluk Dalam
1100000,Aceh,1101000,Simeulue,Kabupaten,1101032,Simeulue Cut
1100000,Aceh,1101000,Simeulue,Kabupaten,1101040,Salang
1100000,Aceh,1101000,Simeulue,Kabupaten,1101050,Simeulue Barat
1100000,Aceh,1101000,Simeulue,Kabupaten,1101051,Alafan
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102010,Pulau Banyak
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102011,Pulau Banyak Barat
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102020,Singkil
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102021,Singkil Utara
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102022,Kuala Baru
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102030,Simpang Kanan
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102031,Gunung Meriah
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102032,Danau Paris
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102033,Suro
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102042,Singkohor
1100000,Aceh,1102000,Aceh Singkil,Kabupaten,1102043,Kota Baharu
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103010,Trumon
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103011,Trumon Timur
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103012,Trumon Tengah
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103020,Bakongan
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103021,Bakongan Timur
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103022,Kota Bahagia
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103030,Kluet Selatan
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103031,Kluet Timur
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103040,Kluet Utara
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103041,Pasie Raja
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103042,Kluet Tengah
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103050,Tapak Tuan
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103060,Sama Dua
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103070,Sawang
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103080,Meukek
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103090,Labuhan Haji
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103091,Labuhan Haji Timur
1100000,Aceh,1103000,Aceh Selatan,Kabupaten,1103092,Labuhan Haji Barat
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104010,Lawe Alas
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104011,Babul Rahmah
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104012,Tanoh Alas
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104020,Lawe Sigala-gala
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104021,Babul Makmur
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104022,Semadam
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104023,Leuser
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104030,Bambel
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104031,Bukit Tusam
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104032,Lawe Sumur
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104040,Babussalam
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104041,Lawe Bulan
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104050,Badar
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104051,Darul Hasanah
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104052,Ketambe
1100000,Aceh,1104000,Aceh Tenggara,Kabupaten,1104053,Deleng Pokhkisen
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105080,Serba Jadi
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105081,Simpang Jernih
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105082,Peunaron
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105090,Birem Bayeun
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105100,Rantau Selamat
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105101,Sungai Raya
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105110,Peureulak
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105111,Peureulak Timur
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105112,Peureulak Barat
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105120,Ranto Peureulak
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105130,Idi Rayeuk
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105131,Peudawa
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105132,Banda Alam
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105133,Idi Tunong
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105134,Darul Ihsan
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105135,Idi Timur
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105140,Darul Aman
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105150,Nurussalam
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105151,Darul Falah
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105160,Julok
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105161,Indra Makmur
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105170,Pante Bidari
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105180,Simpang Ulim
1100000,Aceh,1105000,Aceh Timur,Kabupaten,1105181,Madat
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106010,Linge
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106011,Atu Lintang
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106012,Jagong Jeget
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106020,Bintang
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106031,Lut Tawar
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106032,Kebayakan
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106040,Pegasing
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106041,Bies
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106050,Bebesen
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106051,Kute Panang
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106060,Silih Nara
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106061,Ketol
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106062,Celala
1100000,Aceh,1106000,Aceh Tengah,Kabupaten,1106063,Rusip Antara
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107050,Johan Pahlawan
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107060,Samatiga
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107061,Bubon
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107062,Arongan Lambalek
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107070,Woyla
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107071,Woyla Barat
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107072,Woyla Timur
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107080,Kaway XVI
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107081,Meureubo
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107082,Pante Ceureumen
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107083,Panton Reu
1100000,Aceh,1107000,Aceh Barat,Kabupaten,1107090,Sungai Mas
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108010,Lhoong
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108020,Lhoknga
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108021,Leupung
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108030,Indrapuri
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108031,Kuta Cot Glie
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108040,Seulimeum
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108041,Kota Jantho
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108042,Lembah Seulawah
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108050,Mesjid Raya
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108060,Darussalam
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108061,Baitussalam
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108070,Kuta Baro
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108080,Montasik
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108081,Blang Bintang
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108090,Ingin Jaya
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108091,Krueng Barona Jaya
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108100,Suka Makmur
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108101,Kuta Malaka
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108102,Simpang Tiga
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108110,Darul Imarah
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108111,Darul Kamal
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108120,Peukan Bada
1100000,Aceh,1108000,Aceh Besar,Kabupaten,1108130,Pulo Aceh
1100000,Aceh,1109000,Pidie,Kabupaten,1109010,Geumpang
1100000,Aceh,1109000,Pidie,Kabupaten,1109011,Mane
1100000,Aceh,1109000,Pidie,Kabupaten,1109070,Glumpang Tiga
1100000,Aceh,1109000,Pidie,Kabupaten,1109071,Glumpang Baro
1100000,Aceh,1109000,Pidie,Kabupaten,1109080,Mutiara
1100000,Aceh,1109000,Pidie,Kabupaten,1109081,Mutiara Timur
1100000,Aceh,1109000,Pidie,Kabupaten,1109090,Tiro/Truseb
1100000,Aceh,1109000,Pidie,Kabupaten,1109100,Tangse
1100000,Aceh,1109000,Pidie,Kabupaten,1109111,Keumala
1100000,Aceh,1109000,Pidie,Kabupaten,1109112,Titeue
1100000,Aceh,1109000,Pidie,Kabupaten,1109120,Sakti
1100000,Aceh,1109000,Pidie,Kabupaten,1109130,Mila
1100000,Aceh,1109000,Pidie,Kabupaten,1109140,Padang Tiji
1100000,Aceh,1109000,Pidie,Kabupaten,1109150,Delima
1100000,Aceh,1109000,Pidie,Kabupaten,1109151,Grong Grong
1100000,Aceh,1109000,Pidie,Kabupaten,1109160,Indrajaya
1100000,Aceh,1109000,Pidie,Kabupaten,1109170,Peukan Baro
1100000,Aceh,1109000,Pidie,Kabupaten,1109180,Kembang Tanjong
1100000,Aceh,1109000,Pidie,Kabupaten,1109190,Simpang Tiga
1100000,Aceh,1109000,Pidie,Kabupaten,1109200,Kota Sigli
1100000,Aceh,1109000,Pidie,Kabupaten,1109210,Pidie
1100000,Aceh,1109000,Pidie,Kabupaten,1109220,Batee
1100000,Aceh,1109000,Pidie,Kabupaten,1109230,Muara Tiga
1100000,Aceh,1110000,Bireuen,Kabupaten,1110010,Samalanga
1100000,Aceh,1110000,Bireuen,Kabupaten,1110011,Simpang Mamplam
1100000,Aceh,1110000,Bireuen,Kabupaten,1110020,Pandrah
1100000,Aceh,1110000,Bireuen,Kabupaten,1110030,Jeunieb
1100000,Aceh,1110000,Bireuen,Kabupaten,1110031,Peulimbang
1100000,Aceh,1110000,Bireuen,Kabupaten,1110040,Peudada
1100000,Aceh,1110000,Bireuen,Kabupaten,1110050,Juli
1100000,Aceh,1110000,Bireuen,Kabupaten,1110060,Jeumpa
1100000,Aceh,1110000,Bireuen,Kabupaten,1110061,Kota Juang
1100000,Aceh,1110000,Bireuen,Kabupaten,1110062,Kuala
1100000,Aceh,1110000,Bireuen,Kabupaten,1110070,Jangka
1100000,Aceh,1110000,Bireuen,Kabupaten,1110080,Peusangan
1100000,Aceh,1110000,Bireuen,Kabupaten,1110081,Peusangan Selatan
1100000,Aceh,1110000,Bireuen,Kabupaten,1110082,Peusangan Siblah Krueng
1100000,Aceh,1110000,Bireuen,Kabupaten,1110090,Makmur
1100000,Aceh,1110000,Bireuen,Kabupaten,1110100,Ganda Pura
1100000,Aceh,1110000,Bireuen,Kabupaten,1110101,Kuta Blang
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111010,Sawang
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111020,Nisam
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111021,Nisam Antara
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111022,Banda Baro
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111030,Kuta Makmur
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111031,Simpang Keramat
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111040,Syamtalira Bayu
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111041,Geureudong Pase
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111050,Meurah Mulia
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111060,Matangkuli
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111061,Paya Bakong
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111062,Pirak Timu
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111070,Cot Girek
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111080,Tanah Jambo Aye
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111081,Langkahan
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111090,Seunuddon
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111100,Baktiya
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111101,Baktiya Barat
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111110,Lhoksukon
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111120,Tanah Luas
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111121,Nibong
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111130,Samudera
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111140,Syamtalira Aron
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111150,Tanah Pasir
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111151,Lapang
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111160,Muara Batu
1100000,Aceh,1111000,Aceh Utara,Kabupaten,1111170,Dewantara
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112010,Manggeng
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112011,Lembah Sabil
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112020,Tangan-Tangan
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112021,Setia
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112030,Blang Pidie
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112031,Jeumpa
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112040,Susoh
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112050,Kuala Batee
1100000,Aceh,1112000,Aceh Barat Daya,Kabupaten,1112060,Babah Rot
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113010,Kuta Panjang
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113011,Blang Jerango
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113020,Blangkejeren
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113021,Putri Betung
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113022,Dabun Gelang
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113023,Blang Pegayon
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113030,Pining
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113040,Rikit Gaib
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113041,Pantan Cuaca
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113050,Terangun
1100000,Aceh,1113000,Gayo Lues,Kabupaten,1113051,Tripe Jaya
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114010,Tamiang Hulu
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114011,Bandar Pusaka
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114020,Kejuruan Muda
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114021,Tenggulun
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114030,Rantau
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114040,Kota Kualasimpang
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114050,Seruway
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114060,Bendahara
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114061,Banda Mulia
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114070,Karang Baru
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114071,Sekerak
1100000,Aceh,1114000,Aceh Tamiang,Kabupaten,1114080,Manyak Payed
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115010,Darul Makmur
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115011,Tripa Makmur
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115020,Kuala
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115021,Kuala Pesisir
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115022,Tadu Raya
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115030,Beutong
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115031,Beutong Ateuh Banggalang
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115040,Seunagan
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115041,Suka Makmue
1100000,Aceh,1115000,Nagan Raya,Kabupaten,1115050,Seunagan Timur
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116010,Teunom
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116011,Pasie Raya
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116020,Panga
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116030,Krueng Sabee
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116040,Setia Bakti
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116050,Sampoiniet
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116051,Darul Hikmah
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116060,Jaya
1100000,Aceh,1116000,Aceh Jaya,Kabupaten,1116061,Indra Jaya
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117010,Timang Gajah
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117011,Gajah Putih
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117020,Pintu Rime Gayo
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117030,Bukit
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117040,Wih Pesam
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117050,Bandar
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117051,Bener Kelipah
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117060,Syiah Utama
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117061,Mesidah
1100000,Aceh,1117000,Bener Meriah,Kabupaten,1117070,Permata
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118010,Meureudu
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118020,Meurah Dua
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118030,Bandar Dua
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118040,Jangka Buya
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118050,Ulim
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118060,Trienggadeng
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118070,Panteraja
1100000,Aceh,1118000,Pidie Jaya,Kabupaten,1118080,Bandar Baru
1100000,Aceh,1171000,Banda Aceh,Kota,1171010,Meuraxa
1100000,Aceh,1171000,Banda Aceh,Kota,1171011,Jaya Baru
1100000,Aceh,1171000,Banda Aceh,Kota,1171012,Banda Raya
1100000,Aceh,1171000,Banda Aceh,Kota,1171020,Baiturrahman
1100000,Aceh,1171000,Banda Aceh,Kota,1171021,Lueng Bata
1100000,Aceh,1171000,Banda Aceh,Kota,1171030,Kuta Alam
1100000,Aceh,1171000,Banda Aceh,Kota,1171031,Kuta Raja
1100000,Aceh,1171000,Banda Aceh,Kota,1171040,Syiah Kuala
1100000,Aceh,1171000,Banda Aceh,Kota,1171041,Ulee Kareng
1100000,Aceh,1172000,Sabang,Kota,1172010,Sukajaya
1100000,Aceh,1172000,Sabang,Kota,1172011,Sukamakmue
1100000,Aceh,1172000,Sabang,Kota,1172020,Sukakarya
1100000,Aceh,1173000,Langsa,Kota,1173010,Langsa Timur
1100000,Aceh,1173000,Langsa,Kota,1173011,Langsa Lama
1100000,Aceh,1173000,Langsa,Kota,1173020,Langsa Barat
1100000,Aceh,1173000,Langsa,Kota,1173021,Langsa Baro
1100000,Aceh,1173000,Langsa,Kota,1173030,Langsa Kota
1100000,Aceh,1174000,Lhokseumawe,Kota,1174010,Blang Mangat
1100000,Aceh,1174000,Lhokseumawe,Kota,1174020,Muara Dua
1100000,Aceh,1174000,Lhokseumawe,Kota,1174021,Muara Satu
1100000,Aceh,1174000,Lhokseumawe,Kota,1174030,Banda Sakti
1100000,Aceh,1175000,Subulussalam,Kota,1175010,Simpang Kiri
1100000,Aceh,1175000,Subulussalam,Kota,1175020,Penanggalan
1100000,Aceh,1175000,Subulussalam,Kota,1175030,Rundeng
1100000,Aceh,1175000,Subulussalam,Kota,1175040,Sultan Daulat
1100000,Aceh,1175000,Subulussalam,Kota,1175050,Longkib
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201060,Idanogawo
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201061,Bawolato
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201062,Ulugawo
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201070,Gido
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201071,Sogae'Adu
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201081,Ma'U
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201082,Somolo-Molo
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201130,Hiliduho
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201131,Hiliserangkai
1200000,Sumatera Utara,1201000,Nias,Kabupaten,1201132,Botomuzoi
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202010,Batahan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202011,Sinunukan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202020,Batang Natal
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202021,Lingga Bayu
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202022,Ranto Baek
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202030,Kotanopan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202031,Ulu Pungkut
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202032,Tambangan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202033,Lembah Sorik Marapi
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202034,Puncak Sorik Marapi
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202040,Muara Sipongi
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202041,Pakantan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202050,Panyabungan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202051,Panyabungan Selatan
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202052,Panyabungan Barat
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202053,Panyabungan Utara
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202054,Panyabungan Timur
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202055,Huta Bargot
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202060,Natal
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202070,Muara Batang Gadis
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202080,Siabu
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202081,Bukit Malintang
1200000,Sumatera Utara,1202000,Mandailing Natal,Kabupaten,1202082,Naga Juang
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203010,Batang Angkola
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203011,Sayur Matinggi
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203012,Tano Tombangan Angkola
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203013,Angkola Muara Tais
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203070,Angkola Timur
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203080,Angkola Selatan
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203090,Angkola Barat
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203091,Angkola Sangkunur
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203100,Batang Toru
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203101,Marancar
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203102,Muara Batang Toru
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203110,Sipirok
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203120,Arse
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203160,Saipar Dolok Hole
1200000,Sumatera Utara,1203000,Tapanuli Selatan,Kabupaten,1203161,Aek Bilah
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204010,Pinangsori
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204011,Badiri
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204020,Sibabangun
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204021,Lumut
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204022,Suka Bangun
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204030,Pandan
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204031,Tukka
1200000,Sumatera Utara,1204000,Tapanuli Tengah,Kabupaten,1204032,Sarudik
